layout,AgglomerativeClustering,OPTICS,KMeans,GMM,Birch,Genie,Girvan-Newman,Leiden,assortativity,graph_id,size
mds,0.4043278466568574,0.432109849633651,0.4849749365528952,0.4635731622824311,0.4440982578986338,0.426818601311941,1.0,1.0,0.6287204734159093,5,25
kamada_kawai,0.7233214838535129,0.5541760525710997,0.7334295277140146,0.7925616343389491,0.8381633116451951,0.6622590219536136,0.6987837503641394,0.4642115875075204,0.8665666920619222,1,25
kamada_kawai,0.6524311553200491,0.3656704798735551,0.6942417085146013,0.7246455311156907,0.748047660552071,0.7025676998233676,0.8877920855226815,0.7485142061516837,0.7601786763451542,0,25
spring,0.73303210537446,0.8319228295819936,0.6979704561220144,0.7273037894553476,0.9066011745862254,0.7737476639642779,0.8877920855226815,0.7485142061516837,0.7601786763451542,0,25
davidson_harel,0.2180507621854271,0.1461514441508236,0.2448109306577476,0.2363254850688537,0.2180507621854271,0.207056941895277,0.8877920855226815,0.7485142061516837,0.7601786763451542,0,25
drl,0.230660759769444,0.2114401156632571,0.1630566224923756,0.1404417723703741,0.3447725495438636,0.2383229424853046,0.8877920855226815,0.7485142061516837,0.7601786763451542,0,25
fruchterman_reingold,0.3826287741862824,0.3151960669136932,0.4208489049724906,0.4208489049724906,0.361295440852949,0.3593056720744638,0.8877920855226815,0.7485142061516837,0.7601786763451542,0,25
graphopt,0.3288821988827857,0.368709103459189,0.2863454206152712,0.2921806398533606,0.3288821988827857,0.3591273002585164,0.8877920855226815,0.7485142061516837,0.7601786763451542,0,25
lgl,0.0184281911968406,0.0464848142849294,0.0184281911968406,0.0184281911968406,0.0184281911968406,0.0239701057447864,0.8877920855226815,0.7485142061516837,0.7601786763451542,0,25
kamada_kawai,0.4740410214830858,0.1163757793135676,0.5796109725257312,0.6307618813136522,0.5183043900055747,0.5316703988492298,0.8173289527038051,0.6734241281805426,0.6655344155344155,3,25
spring,0.5375435424570728,0.2683033298110432,0.493920666821194,0.602128620610209,0.6326510590579615,0.5968385170206238,0.5518465045361262,0.4918760003138326,0.5735452402342301,4,25
davidson_harel,0.2581991023377886,0.1222790112989081,0.3137175269017115,0.338028701960508,0.2581991023377886,0.3407921345913428,0.5518465045361262,0.4918760003138326,0.5735452402342301,4,25
drl,0.0667716000320004,0.0465897099422935,0.0747760706977296,0.0562563166697175,0.0820772133147027,0.0430164986777557,0.5518465045361262,0.4918760003138326,0.5735452402342301,4,25
fruchterman_reingold,0.2219663986339888,0.1513741410439749,0.2144322604050215,0.2050015426453156,0.2062712273863375,0.221368611565878,0.5518465045361262,0.4918760003138326,0.5735452402342301,4,25
graphopt,0.2757313283733922,0.0795876358748164,0.162115932403968,0.1630398992522288,0.2757313283733922,0.2919723175367695,0.5518465045361262,0.4918760003138326,0.5735452402342301,4,25
lgl,0.1060531592262839,0.0354421938130378,0.025661460246103,0.0327340673886651,0.1060531592262839,0.0196583432070083,0.5518465045361262,0.4918760003138326,0.5735452402342301,4,25
mds,0.2314594774289143,0.1366362113752893,0.2178364002162395,0.218880024928401,0.1676327961144634,0.2205523886637754,0.5518465045361262,0.4918760003138326,0.5735452402342301,4,25
kamada_kawai,0.7671047665933604,0.4860914155245399,0.7518556105771748,0.7472262585922886,0.6222008915592971,0.7224984217133594,0.8629287316648888,0.7081584658658656,0.8651998649087954,9,25
spring,0.7856182906745822,0.7650933075523696,0.7900008767786566,0.7944442226541756,0.4713661289508087,0.8024366152446646,0.8629287316648888,0.7081584658658656,0.8651998649087954,9,25
davidson_harel,0.5716172451980681,0.5735359693652455,0.5015277653365573,0.5028136926949964,0.5716172451980681,0.6321911624103199,0.8629287316648888,0.7081584658658656,0.8651998649087954,9,25
drl,0.4623752169562604,0.4893549579102929,0.441691193416494,0.4281500872399267,0.441691193416494,0.5119444781445155,0.8629287316648888,0.7081584658658656,0.8651998649087954,9,25
fruchterman_reingold,0.4885492434921524,0.5556256552744617,0.540911808891414,0.5751721110301584,0.494684656547613,0.5213459041957899,0.8629287316648888,0.7081584658658656,0.8651998649087954,9,25
graphopt,0.5469781956628117,0.505258058223595,0.5516632399763453,0.4959045813768784,0.5469781956628117,0.5863275985619651,0.8629287316648888,0.7081584658658656,0.8651998649087954,9,25
lgl,0.176065468691532,0.3276206770428259,0.209143146808564,0.209143146808564,0.176065468691532,0.3628784082736308,0.8629287316648888,0.7081584658658656,0.8651998649087954,9,25
mds,0.597404829516338,0.4612544356209612,0.5586216737027453,0.517781716466035,0.5647203421464674,0.4554044920149316,0.8629287316648888,0.7081584658658656,0.8651998649087954,9,25
kamada_kawai,0.7957514331419621,0.6843601069447873,0.7384114233470523,0.7901856222780939,0.9276122778675284,0.5109281281912227,1.0,1.0,0.8059173514083338,2,25
spring,0.3064887950489156,0.2450482391271049,0.3686165527882751,0.3741875774177298,0.0716455094709018,0.2616549000692274,0.5062228025136787,0.4481560151947615,0.4847014227835809,6,25
davidson_harel,0.1385887507476514,0.0791968327928232,0.1637942268513981,0.1234326921582654,0.1385887507476514,0.1527784740075237,0.5062228025136787,0.4481560151947615,0.4847014227835809,6,25
